Date,Time,Voltage,Current,Power Factor,Power,Energy,Frequency,Light bulb
11 08 2024,14:37:36,254.9,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:37:40,255,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:37:44,254.3,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:37:47,250.4,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:37:52,250.7,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:37:56,250.8,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:37:59,255.1,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:38:03,255,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:38:08,255.2,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:38:11,251,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:38:15,251.6,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:38:19,251.2,0.08,0.56,10.5,0,50.2,1
11 08 2024,14:38:23,254.9,0.07,0.56,10.6,0,50.2,1
11 08 2024,14:38:26,255,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:38:30,255.1,0.07,0.56,10.5,0,50.2,1
11 08 2024,14:38:35,0,0,0,0,0,0,0
11 08 2024,14:38:39,0,0,0,0,0,0,0
11 08 2024,14:38:44,0,0,0,0,0,0,0
11 08 2024,14:38:48,0,0,0,0,0,0,0
11 08 2024,14:38:52,252.6,0.07,0.56,10.5,0,50.3,1
11 08 2024,14:38:56,251,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:38:59,250.9,0.07,0.57,10.6,0,50.3,1
11 08 2024,14:39:03,251,0.07,0.57,10.5,0,50.2,1
11 08 2024,14:39:07,255.1,0.07,0.56,10.6,0,50.3,1
